state,destination,latitude,longitude,interest,region,type,activities,budget_category,best_season,rating,popularity_score,description,score,city
punjab,The Partition Museum,31.6199803,74.8764849,"arts, science & literature attractions",North,city,"exploration,local experience",medium,All,4.6,69.0,"The Partition Museum is a city destination in punjab known for exploration,local experience. It is ideal for explorers and tourists",4.3,Amritsar
punjab,Golden Temple (Harmandir Sahib),31.6256935,74.8790091,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.9,57.0,"Golden Temple (Harmandir Sahib) is a religious destination in punjab known for temple,spiritual,peace. It is ideal for spiritual seekers",4.12,Amritsar
punjab,Jallianwala Bagh,31.6199803,74.8764849,cultural & heritage sites,North,heritage,"culture,forts,shopping,history",low,winter,4.8,82.0,"Jallianwala Bagh is a heritage destination in punjab known for culture,forts,shopping,history. It is ideal for history and culture lovers",4.6,Amritsar
punjab,Wagah Border,31.6207396,74.8801655,"adventure & outdoor activities, sightseeing & exploration",North,adventure,"trekking,rafting,paragliding",low,summer,4.8,57.0,"Wagah Border is a adventure destination in punjab known for trekking,rafting,paragliding. It is ideal for adventure lover",12.1,Amritsar
punjab, Japanese Garden,31.6048388,74.5740775,"cultural & heritage sites, natural landscapes & wildlife",North,heritage,"culture,forts,shopping,history",low,winter,4.3,65.0," Japanese Garden is a heritage destination in punjab known for culture,forts,shopping,history. It is ideal for history and culture lovers",4.16,Mei Khurd
punjab,Sector 17 Market,30.7395,76.7825,shopping & markets,North,city,"exploration,local experience",low,All,4.4,63.0,"Sector 17 Market is a city destination in punjab known for exploration,local experience. It is ideal for explorers and tourists",4.14,Chandigarh
punjab,ISKON temple,30.739471,76.7825333,religious & spiritual pilgrimages,North,religious,"temple,spiritual,peace",low,all,4.8,58.0,"ISKON temple is a religious destination in punjab known for temple,spiritual,peace. It is ideal for spiritual seekers",4.12,Chandigarh
punjab,Terraced garden,30.7144,76.7716,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.5,61.0,"Terraced garden is a wildlife destination in punjab known for safari,photography,nature. It is ideal for history and cultural lover",4.12,Chandigarh
punjab,Government museum & Art gallery,30.445473,76.471285,"arts, science & literature attractions",North,city,"exploration,local experience",medium,All,4.4,67.0,"Government museum & Art gallery is a city destination in punjab known for exploration,local experience. It is ideal for explorers and tourists",4.22,Ditupur Faqiran
punjab,Sukhna Lake,13.0716298,80.2567955,natural landscapes & wildlife,North,wildlife,"safari,photography,nature",low,winter,4.6,94.0,"Sukhna Lake is a wildlife destination in punjab known for safari,photography,nature. It is ideal for history and cultural lover",4.8,Chennai
punjab,Rock Garden,30.7421379,76.8187557,sightseeing & exploration,North,city,"exploration,local experience",low,All,4.5,62.0,"Rock Garden is a city destination in punjab known for exploration,local experience. It is ideal for explorers and tourists",4.14,Chandigarh
kerala,Shree Krishna Swamy Temple,30.752535,76.8101038,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.6,77.0,"Shree Krishna Swamy Temple is a religious destination in kerala known for temple,spiritual,peace. It is ideal for spiritual seekers",2.46,Kaimbwala
kerala,Marari Beach,9.6008,76.2983,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.5,78.0,"Marari Beach is a wildlife destination in kerala known for safari,photography,nature. It is ideal for history and cultural lover",2.46,Alappuzha
kerala,International Coi Museum,9.6007506,76.2982585,"arts, science & literature attractions",South,city,"exploration,local experience",low,All,4.3,55.0,"International Coi Museum is a city destination in kerala known for exploration,local experience. It is ideal for explorers and tourists",1.96,Alappuzha
kerala,Alleppey Backwater,9.5239,76.3568,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.6,74.0,"Alleppey Backwater is a wildlife destination in kerala known for safari,photography,nature. It is ideal for history and cultural lover",2.4,Alappuzha
kerala,Chakkulathukavu Sree Bhagwathi Temple,9.5238612,76.3567633,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.3,62.0,"Chakkulathukavu Sree Bhagwathi Temple is a religious destination in kerala known for temple,spiritual,peace. It is ideal for spiritual seekers",2.1,Alappuzha
kerala,Mannarasala Sree Nagaraja Temple,9.3669421,76.5141883,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.3,53.0,"Mannarasala Sree Nagaraja Temple is a religious destination in kerala known for temple,spiritual,peace. It is ideal for spiritual seekers",1.92,Neeretupuram
kerala,St.Andrew's Basilica,9.2896809,76.4456832,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.7,63.0,"St.Andrew's Basilica is a religious destination in kerala known for temple,spiritual,peace. It is ideal for spiritual seekers",2.2,Haripad
kerala,Alappuzha Beach,9.6611287,76.3002896,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.5,67.0,"Alappuzha Beach is a wildlife destination in kerala known for safari,photography,nature. It is ideal for history and cultural lover",2.24,Arthunkal
kerala,Pothamedu View Point,9.4927482,76.3177759,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.2,79.0,"Pothamedu View Point is a city destination in kerala known for exploration,local experience. It is ideal for explorers and tourists",2.42,Alappuzha
kerala,Eravikulam National Park,10.0596918,77.064076,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",medium,winter,4.3,82.0,"Eravikulam National Park is a wildlife destination in kerala known for safari,photography,nature. It is ideal for history and cultural lover",2.5,Pothamedu
kerala,Mattupetty Dam,10.1453912,77.0366346,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.2,50.0,"Mattupetty Dam is a city destination in kerala known for exploration,local experience. It is ideal for explorers and tourists",1.84,Idukki
kerala,Munnar Tea Gardens,10.1063316,77.1238055,"natural landscapes & wildlife, sightseeing & exploration",South,wildlife,"safari,photography,nature",low,winter,4.3,67.0,"Munnar Tea Gardens is a wildlife destination in kerala known for safari,photography,nature. It is ideal for history and cultural lover",2.2,Mattupetty
kerala,LuLu International Shopping Mall,10.0578407,77.0660813,shopping & markets,South,city,"exploration,local experience",low,All,4.6,81.0,"LuLu International Shopping Mall is a city destination in kerala known for exploration,local experience. It is ideal for explorers and tourists",2.54,Pothamedu
kerala,National Shrine Basilica of our Lady of Ransom,10.0271483,76.3081856,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.8,79.0,"National Shrine Basilica of our Lady of Ransom is a religious destination in kerala known for temple,spiritual,peace. It is ideal for spiritual seekers",2.54,Kalamassery
kerala,Mattancherry Palace,9.9583,76.2594,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.2,85.0,"Mattancherry Palace is a heritage destination in kerala known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.54,Kochi
kerala,Marine Drive Kochi,9.9582773,76.2593508,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.3,55.0,"Marine Drive Kochi is a city destination in kerala known for exploration,local experience. It is ideal for explorers and tourists",1.96,Kochi
kerala,Chottanikara Bhagvathy Temple,9.9771685,76.2773228,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,5.0,53.0,"Chottanikara Bhagvathy Temple is a religious destination in kerala known for temple,spiritual,peace. It is ideal for spiritual seekers",2.06,Ernakulam
kerala,Hill Palace Museum,9.9331743,76.3905714,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.3,86.0,"Hill Palace Museum is a heritage destination in kerala known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.58,Ernakulam
kerala,Cherai Beach,9.952749,76.3638016,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.0,98.0,"Cherai Beach is a wildlife destination in kerala known for safari,photography,nature. It is ideal for history and cultural lover",2.76,Thrippunithura
kerala,Fort Kochi,10.1415953,76.1782833,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.4,88.0,"Fort Kochi is a heritage destination in kerala known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.64,Munambam
kerala,Attukal Bhagwathy Temple,9.9657787,76.2421147,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.6,53.0,"Attukal Bhagwathy Temple is a religious destination in kerala known for temple,spiritual,peace. It is ideal for spiritual seekers",1.98,Kochi
kerala,Kovalam Beach,8.4698623,76.9554858,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.4,94.0,"Kovalam Beach is a wildlife destination in kerala known for safari,photography,nature. It is ideal for history and cultural lover",2.76,Thiruvananthapuram
kerala,Thiruvanthapuram Zoological park,8.3837841,76.9804176,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",high,winter,4.2,51.0,"Thiruvanthapuram Zoological park is a wildlife destination in kerala known for safari,photography,nature. It is ideal for history and cultural lover",3.86,Thiruvananthapuram
kerala,Kanakakkunnu Palace,8.5105939,76.9549377,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.5,68.0,"Kanakakkunnu Palace is a heritage destination in kerala known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.26,Thiruvananthapuram
kerala,Veli Lake Tourist Village,8.5107183,76.9581858,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.2,60.0,"Veli Lake Tourist Village is a city destination in kerala known for exploration,local experience. It is ideal for explorers and tourists",2.04,Thiruvananthapuram
kerala,Napier Museum,8.5080206,76.8886702,"arts, science & literature attractions",South,city,"exploration,local experience",medium,All,4.4,55.0,"Napier Museum is a city destination in kerala known for exploration,local experience. It is ideal for explorers and tourists",1.98,Thiruvananthapuram
kerala,Padmanabhaswamy Temple,8.5089657,76.955072,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.7,83.0,"Padmanabhaswamy Temple is a religious destination in kerala known for temple,spiritual,peace. It is ideal for spiritual seekers",2.6,Thiruvananthapuram
kerala,HiLITE mall,8.4827779,76.9435906,shopping & markets,South,city,"exploration,local experience",low,All,4.2,77.0,"HiLITE mall is a city destination in kerala known for exploration,local experience. It is ideal for explorers and tourists",2.38,Thiruvananthapuram
kerala,Mittayi Theravu -SM Street,11.2486583,75.833473,shopping & markets,South,city,"exploration,local experience",low,All,4.5,73.0,"Mittayi Theravu -SM Street is a city destination in kerala known for exploration,local experience. It is ideal for explorers and tourists",2.36,Kozhikode
kerala,Tali Maha Shiva Kshetram,11.2507622,75.7815607,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.7,63.0,"Tali Maha Shiva Kshetram is a religious destination in kerala known for temple,spiritual,peace. It is ideal for spiritual seekers",2.2,Kozhikode
kerala,Sargaalaya Kerala Arts& Crafts village,11.2479375,75.7875625,"arts, science & literature attractions",South,city,"exploration,local experience",medium,All,4.3,70.0,"Sargaalaya Kerala Arts& Crafts village is a city destination in kerala known for exploration,local experience. It is ideal for explorers and tourists",2.26,Kozhikode
kerala,Kozhikode Beach,11.5601151,75.6058617,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,3.9,85.0,"Kozhikode Beach is a wildlife destination in kerala known for safari,photography,nature. It is ideal for history and cultural lover",2.48,Iringal
kerala,Lakkidi View point,11.2626228,75.7673095,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.5,58.0,"Lakkidi View point is a city destination in kerala known for exploration,local experience. It is ideal for explorers and tourists",2.06,Kozhikode
kerala,Edakkal Caves,11.5121995,76.0189339,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",medium,winter,4.1,90.0,"Edakkal Caves is a wildlife destination in kerala known for safari,photography,nature. It is ideal for history and cultural lover",2.62,Adivaram
kerala,"Karapuzha Dam, adventure park, garden",11.6268407,76.234269,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.4,76.0,"Karapuzha Dam, adventure park, garden is a adventure destination in kerala known for trekking,rafting,paragliding. It is ideal for adventure lover",10.4,Wayanad
kerala,Wayanad Wildlife Sanctuary,11.6182901,76.1678346,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",high,winter,4.5,75.0,"Wayanad Wildlife Sanctuary is a wildlife destination in kerala known for safari,photography,nature. It is ideal for history and cultural lover",4.4,Vythiri
kerala,Muzhappilangad Beach,11.6716011,76.3686564,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.4,78.0,"Muzhappilangad Beach is a wildlife destination in kerala known for safari,photography,nature. It is ideal for history and cultural lover",2.4400000000000004,Muthanga
kerala,Parassini Madappura Sree Muthappan Temple,11.7932037,75.4441073,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.4,63.0,"Parassini Madappura Sree Muthappan Temple is a religious destination in kerala known for temple,spiritual,peace. It is ideal for spiritual seekers",2.14,Muzhappilangad
kerala,St. Angelo Fort,11.9824702,75.402109,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.4,67.0,"St. Angelo Fort is a heritage destination in kerala known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.22,Anthoor
kerala,Kerala Folklore Museum,11.8541418,75.3714455,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",medium,winter,4.4,65.0,"Kerala Folklore Museum is a heritage destination in kerala known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.18,Kannur
kerala,Wonderla Amusement Park,9.9330107,76.2989787,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",luxury,summer,4.6,70.0,"Wonderla Amusement Park is a adventure destination in kerala known for trekking,rafting,paragliding. It is ideal for adventure lover",10.32,Ernakulam
karnataka,Shri Chamundeshwari Temple,12.8349095,77.4009409,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.7,67.0,"Shri Chamundeshwari Temple is a religious destination in karnataka known for temple,spiritual,peace. It is ideal for spiritual seekers",2.28,Vajarahalli
karnataka,Chamundi Betta,12.2725036,76.6707154,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.7,80.0,"Chamundi Betta is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",2.54,Chamundipuram
karnataka,Lokaranjan Aqua World Underwater zoo,12.2731672,76.6707435,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",high,winter,4.6,76.0,"Lokaranjan Aqua World Underwater zoo is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",4.44,Chamundipuram
karnataka,Mysuru Railway museum,12.304807,76.6638086,"arts, science & literature attractions",South,city,"exploration,local experience",medium,All,4.4,66.0,"Mysuru Railway museum is a city destination in karnataka known for exploration,local experience. It is ideal for explorers and tourists",2.2,Mysuru
karnataka,"Karanji Lake, boating, bird sanctuary",12.3163393,76.643323,"natural landscapes & wildlife, adventure & outdoor activities",South,wildlife,"safari,photography,nature",low,winter,4.0,73.0,"Karanji Lake, boating, bird sanctuary is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",2.26,Mysuru
karnataka,Mysore Palace,12.302778,76.673611,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.6,92.0,"Mysore Palace is a heritage destination in karnataka known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.76,Mysuru
karnataka,Virupaksha Temple,12.305163,76.6551749,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.7,66.0,"Virupaksha Temple is a religious destination in karnataka known for temple,spiritual,peace. It is ideal for spiritual seekers",2.26,Mysuru
karnataka,Stone Chariot,15.3351333,76.4586529,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.8,60.0,"Stone Chariot is a heritage destination in karnataka known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.16,Hampi
karnataka,Mathanga Hill,15.3316,76.4682,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.8,85.0,"Mathanga Hill is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",2.66,Hampi
karnataka,Shree Vijaya Vitthala Temple,15.3316387,76.4682381,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.8,69.0,"Shree Vijaya Vitthala Temple is a religious destination in karnataka known for temple,spiritual,peace. It is ideal for spiritual seekers",2.34,Hampi
karnataka,Group of monuments at Hampi,15.3423099,76.475235,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.7,97.0,"Group of monuments at Hampi is a heritage destination in karnataka known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.88,Hampi
karnataka,Lotus Mahal,15.3349769,76.4619233,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",medium,winter,4.6,80.0,"Lotus Mahal is a heritage destination in karnataka known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.52,Hampi
karnataka,Ajanadri Hills,15.3202851,76.4713243,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.7,63.0,"Ajanadri Hills is a adventure destination in karnataka known for trekking,rafting,paragliding. It is ideal for adventure lover",10.2,Kamalapura
karnataka,Raja's Seat garden,15.3548385,76.469264,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.4,77.0,"Raja's Seat garden is a city destination in karnataka known for exploration,local experience. It is ideal for explorers and tourists",2.42,Hanumanahalli
karnataka,Nagarhole Tiger Reserve,12.4145674,75.7371014,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",medium,winter,4.4,66.0,"Nagarhole Tiger Reserve is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",2.2,Madikeri
karnataka,Mallalli Falls,12.0734366,76.1510815,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.6,84.0,"Mallalli Falls is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",2.6,Coorg
karnataka,Brahmagiri Wildlife Sanctuary,12.680643,75.723667,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.4,82.0,"Brahmagiri Wildlife Sanctuary is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",2.5200000000000005,Heggadahalli
karnataka,Dubare Elephant camp and bathing spot,12.1726489,75.6440842,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.1,81.0,"Dubare Elephant camp and bathing spot is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",2.44,Coorg
karnataka,Coorg river rafting Barapole,12.371192,75.9051197,adventure & outdoor activities,South,adventure,"trekking,rafting,paragliding",low,summer,4.1,69.0,"Coorg river rafting Barapole is a adventure destination in karnataka known for trekking,rafting,paragliding. It is ideal for adventure lover",10.2,Virupakshapura
karnataka,Namdroling Monastery,12.3374942,75.8069082,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.5,78.0,"Namdroling Monastery is a religious destination in karnataka known for temple,spiritual,peace. It is ideal for spiritual seekers",2.46,Arekadu
karnataka,Iruppu Falls-Brahmagiri,12.430628,75.9669536,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.1,80.0,"Iruppu Falls-Brahmagiri is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",2.42,Doddahosuru
karnataka,Bhadra wildlife sanctuary,11.9661026,75.9833292,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",medium,winter,4.4,66.0,"Bhadra wildlife sanctuary is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",2.2,ಪೂಜೆಕಲ್
karnataka,Shri Jagadguru Shankaracharya Peeta,13.6948738,75.635227,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.8,68.0,"Shri Jagadguru Shankaracharya Peeta is a religious destination in karnataka known for temple,spiritual,peace. It is ideal for spiritual seekers",2.3200000000000003,Lakkavalli
karnataka, Shri Annapurneshwari Devi Temple,13.4167132,75.2521434,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.8,70.0," Shri Annapurneshwari Devi Temple is a religious destination in karnataka known for temple,spiritual,peace. It is ideal for spiritual seekers",2.3600000000000003,Sringeri
karnataka,Sri Sharadamba Temple ,9.8121201,77.1747471,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.8,90.0,"Sri Sharadamba Temple  is a religious destination in karnataka known for temple,spiritual,peace. It is ideal for spiritual seekers",2.76,Mundiyeruma
karnataka,Kallathigiri Falls,13.4161397,75.2512712,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.2,85.0,"Kallathigiri Falls is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",2.54,Sringeri
karnataka,Baba Budan Giri hills,13.5486112,75.7891482,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.5,95.0,"Baba Budan Giri hills is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",2.8000000000000003,Kallattipura
karnataka,Mullayanagiri Betta,13.422865,75.7703876,natural landscapes & wildlife,South,wildlife,"safari,photography,nature",low,winter,4.5,58.0,"Mullayanagiri Betta is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",2.06,Attigundi
karnataka,Sri Bhootanaatha Gudi,13.3908855,75.7213295,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.7,98.0,"Sri Bhootanaatha Gudi is a religious destination in karnataka known for temple,spiritual,peace. It is ideal for spiritual seekers",2.9,Chikkamagaluru
karnataka,Banashankari Devi Temple,15.9207886,75.6876704,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.7,85.0,"Banashankari Devi Temple is a religious destination in karnataka known for temple,spiritual,peace. It is ideal for spiritual seekers",2.64,Badami
karnataka,Badami Cave Temples,15.9183365,75.6839686,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.6,63.0,"Badami Cave Temples is a religious destination in karnataka known for temple,spiritual,peace. It is ideal for spiritual seekers",2.18,Badami
karnataka,Kadri Park,12.8889802,74.8562231,sightseeing & exploration,South,city,"exploration,local experience",low,All,4.3,89.0,"Kadri Park is a city destination in karnataka known for exploration,local experience. It is ideal for explorers and tourists",2.64,Mangaluru
karnataka,City Center mall,12.8713,74.8428,shopping & markets,South,city,"exploration,local experience",low,All,4.4,67.0,"City Center mall is a city destination in karnataka known for exploration,local experience. It is ideal for explorers and tourists",2.22,Mangaluru
karnataka,Kukke Shree Subrahmanya Temple,12.6636275,75.6158479,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.6,64.0,"Kukke Shree Subrahmanya Temple is a religious destination in karnataka known for temple,spiritual,peace. It is ideal for spiritual seekers",2.2,Subramanya
karnataka,Dharmasthala Temple,12.9503818,75.3804923,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.8,79.0,"Dharmasthala Temple is a religious destination in karnataka known for temple,spiritual,peace. It is ideal for spiritual seekers",2.54,Dharmasthala
karnataka,Pilikula Nisargadhama zoo,12.9272855,74.8991256,"natural landscapes & wildlife, sightseeing & exploration",South,wildlife,"safari,photography,nature",medium,winter,4.4,82.0,"Pilikula Nisargadhama zoo is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",2.5200000000000005,Vamanjoor
karnataka,Panambur Beach,12.9530213,74.8011783,"natural landscapes & wildlife, sightseeing & exploration",South,wildlife,"safari,photography,nature",low,winter,4.5,70.0,"Panambur Beach is a wildlife destination in karnataka known for safari,photography,nature. It is ideal for history and cultural lover",2.3000000000000003,Panambur
karnataka,Fort Bijapur,16.8299689,75.7363025,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",medium,winter,4.3,86.0,"Fort Bijapur is a heritage destination in karnataka known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.58,Vijayapura
karnataka,Jamiya Masjid,16.8222732,75.7287785,"cultural & heritage sites, religious & spiritual pilgrimages",South,heritage,"culture,forts,shopping,history",low,winter,4.2,88.0,"Jamiya Masjid is a heritage destination in karnataka known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.6,Vijayapura
karnataka,Shivgiri Temple,16.817515,75.7563529,religious & spiritual pilgrimages,South,religious,"temple,spiritual,peace",low,all,4.5,53.0,"Shivgiri Temple is a religious destination in karnataka known for temple,spiritual,peace. It is ideal for spiritual seekers",1.96,Ainapura
karnataka,Bara Kaman,16.8303151,75.7182706,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.2,50.0,"Bara Kaman is a heritage destination in karnataka known for culture,forts,shopping,history. It is ideal for history and culture lovers",1.84,Vijayapura
karnataka,Gol Gumbaz museum,16.8288232,75.735884,"cultural & heritage sites, arts, science & literature attractions",South,heritage,"culture,forts,shopping,history",low,winter,4.5,87.0,"Gol Gumbaz museum is a heritage destination in karnataka known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.64,Vijayapura
karnataka,Gol Gumbaz,16.8302623,75.7361152,cultural & heritage sites,South,heritage,"culture,forts,shopping,history",low,winter,4.5,50.0,"Gol Gumbaz is a heritage destination in karnataka known for culture,forts,shopping,history. It is ideal for history and culture lovers",1.9,Vijayapura
maharashtra,Phoenix Marketcity Pune,18.562254,73.9166943,shopping & markets,West,city,"exploration,local experience",low,All,4.5,78.0,"Phoenix Marketcity Pune is a city destination in maharashtra known for exploration,local experience. It is ideal for explorers and tourists",2.46,Mumbai
maharashtra,Chatushrungi Devi Temple,18.5393061,73.8290409,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.6,87.0,"Chatushrungi Devi Temple is a religious destination in maharashtra known for temple,spiritual,peace. It is ideal for spiritual seekers",2.66,Pune District
maharashtra,Pune-Okayama Friendship Garden,18.4913813,73.8367603,sightseeing & exploration,West,city,"exploration,local experience",low,All,4.5,92.0,"Pune-Okayama Friendship Garden is a city destination in maharashtra known for exploration,local experience. It is ideal for explorers and tourists",2.74,Anandnagar
maharashtra,Raja Dinkar Kelkar Museum,18.5106855,73.8544307,"arts, science & literature attractions",West,city,"exploration,local experience",high,All,4.4,77.0,"Raja Dinkar Kelkar Museum is a city destination in maharashtra known for exploration,local experience. It is ideal for explorers and tourists",4.42,Mumbai
maharashtra,Sinhagad Fort,18.366277,73.7558777,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.6,87.0,"Sinhagad Fort is a heritage destination in maharashtra known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.66,Mumbai
maharashtra,Rajiv Gandhi zoo,18.4524807,73.8607977,natural landscapes & wildlife,West,wildlife,"safari,photography,nature",low,winter,4.1,83.0,"Rajiv Gandhi zoo is a wildlife destination in maharashtra known for safari,photography,nature. It is ideal for history and cultural lover",2.48,Pune District
maharashtra, Dagadusheth Halwai Ganapati temple,18.5164297,73.8561329,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.8,94.0," Dagadusheth Halwai Ganapati temple is a religious destination in maharashtra known for temple,spiritual,peace. It is ideal for spiritual seekers",2.84,Mumbai
maharashtra,Shaniwar Wada,18.5194647,73.8553175,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",medium,winter,4.4,68.0,"Shaniwar Wada is a heritage destination in maharashtra known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.24,Pune District
maharashtra,Prozone Mall,11.0547682,76.9941106,shopping & markets,West,city,"exploration,local experience",low,All,4.3,54.0,"Prozone Mall is a city destination in maharashtra known for exploration,local experience. It is ideal for explorers and tourists",1.94,Chinnavedampatti
maharashtra,Bibi ka Maqbara ,19.9006246,75.319353,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.2,80.0,"Bibi ka Maqbara  is a heritage destination in maharashtra known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.4400000000000004,Chhatrapati Sambhajinagar
maharashtra,Ellora Caves,20.0267844,75.1770869,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.7,59.0,"Ellora Caves is a heritage destination in maharashtra known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.12,Ellora
